Date,TimeOfCall,Age,Gender,Race,Language,City,Reason for Dispatch
10/7/2023,9:26:55 PM,Not Given,Chose not to disclose,White,English,Eugene,Public Assist
10/7/2023,9:28:49 PM,Not Given,Female,White,English,Eugene,Check Welfare
10/7/2023,10:00:44 PM,Not Given,Female,White,English,Eugene,Check Welfare
10/7/2023,10:04:02 PM,15,Chose not to disclose,White,English,Eugene,Check Welfare
10/7/2023,10:27:40 PM,Not Given,Chose not to disclose,White,English,Informatio not recorded,Check Welfare
10/7/2023,11:28:10 PM,Not Given,Chose not to disclose,White,English,Eugene,Check Welfare
10/7/2023,11:50:26 PM,Not Given,Chose not to disclose,White,English,Eugene,Public Assist
10/7/2023,11:53:19 PM,Not Given,Male,White,English,Eugene,Check Welfare
10/7/2023,12:01:00 AM,Not Given,Male,White,English,Eugene,Public Assist
10/7/2023,12:14:47 AM,Not Given,Male,White,English,Eugene,Check Welfare
10/7/2023,12:29:03 AM,43,Chose not to disclose,White,English,Informatio not recorded,Public Assist
10/7/2023,12:55:15 AM,Not Given,Female,White,English,Eugene,Check Welfare
10/7/2023,1:03:01 AM,63,Female,White,English,Eugene,Check Welfare
10/7/2023,1:37:40 AM,18,Chose not to disclose,White,English,Eugene,Check Welfare
10/7/2023,1:44:20 AM,Not Given,Chose not to disclose,White,English,Eugene,Public Assist
10/7/2023,2:08:06 AM,60,Chose not to disclose,White,English,Springfield,Public Assist
10/7/2023,2:55:02 AM,Not Given,Chose not to disclose,White,English,Eugene,Public Assist
10/7/2023,3:07:01 AM,40,Chose not to disclose,White,English,Eugene,Check Welfare
10/7/2023,3:25:40 AM,29,Chose not to disclose,White,English,Eugene,Public Assist
10/7/2023,3:44:57 AM,20,Chose not to disclose,White,English,Eugene,Check Welfare
10/7/2023,5:25:00 AM,Not Given,Chose not to disclose,White,English,Informatio not recorded,Check Welfare
10/7/2023,5:40:00 AM,Not Given,Chose not to disclose,White,English,Eugene,Check Welfare
10/7/2023,6:11:12 AM,Not Given,Male,White,English,Informatio not recorded,Suicidal Subject
10/7/2023,9:30:00 AM,Not Given,Female,White,English,Eugene,Check Welfare
10/7/2023,9:58:00 AM,Not Given,Male,White,English,Informatio not recorded,Check Welfare
10/7/2023,9:59:00 AM,34,Chose not to disclose,White,English,Eugene,Check Welfare
10/7/2023,11:09:00 AM,29,Male,White,English,Springfield,Check Welfare
10/7/2023,11:10:00 AM,Not Given,Male,White,English,Eugene,Suicidal Subject
10/7/2023,11:11:01 AM,Not Given,Chose not to disclose,White,English,Eugene,Check Welfare
10/7/2023,11:12:01 AM,Not Given,Chose not to disclose,White,English,Eugene,Check Welfare
10/7/2023,12:58:51 PM,Not Given,Female,White,English,Springfield,Check Welfare
10/8/2023,1:10:35 PM,58,Chose not to disclose,White,English,Springfield,Suicidal Subject
10/8/2023,1:35:44 PM,38,Chose not to disclose,White,English,Springfield,Check Welfare
10/8/2023,1:59:51 PM,84,Female,White,English,Springfield,Public Assist
10/8/2023,2:09:09 PM,19,Chose not to disclose,White,English,Eugene,Check Welfare
10/8/2023,2:56:33 PM,Not Given,Female,White,English,Eugene,Check Welfare
10/8/2023,3:18:09 PM,Not Given,Chose not to disclose,White,English,Springfield,Suicidal Subject
10/8/2023,3:52:30 PM,Not Given,Male,White,English,Eugene,Check Welfare
10/8/2023,3:58:00 PM,42,Chose not to disclose,White,English,Springfield,Suicidal Subject
10/8/2023,4:10:15 PM,26,Chose not to disclose,White,English,Eugene,Suicidal Subject
10/8/2023,5:02:01 PM,Not Given,Female,White,English,Eugene,Suicidal Subject
10/8/2023,5:10:12 PM,63,Male,White,English,Springfield,Check Welfare
10/8/2023,5:56:00 PM,62,Male,White,English,Springfield,Check Welfare
10/8/2023,6:45:01 PM,29,Male,White,English,Informatio not recorded,Check Welfare
10/8/2023,7:00:13 PM,42,Female,White,English,Eugene,Public Assist
10/8/2023,8:18:19 PM,Not Given,Chose not to disclose,White,English,Eugene,Check Welfare
10/8/2023,8:52:39 PM,Not Given,Chose not to disclose,White,English,Eugene,Check Welfare
10/8/2023,9:07:26 PM,Not Given,Chose not to disclose,White,English,Informatio not recorded,Check Welfare
10/8/2023,10:15:01 PM,Not Given,Male,White,English,Eugene,Public Assist
10/8/2023,10:30:00 PM,Not Given,Chose not to disclose,White,English,Springfield,Check Welfare
10/8/2023,10:59:00 PM,34,Male,Black or African American,English,Springfield,Check Welfare
10/8/2023,11:04:33 PM,25,Chose not to disclose,Hispanic or Latino,English,Eugene,Check Welfare
10/8/2023,1:05:52 AM,36,Chose not to disclose,White,English,Eugene,Check Welfare
10/8/2023,2:43:38 AM,59,Chose not to disclose,White,English,Eugene,Check Welfare
10/8/2023,3:09:25 AM,59,Chose not to disclose,White,English,Eugene,Check Welfare
10/8/2023,3:12:40 AM,Not Given,Chose not to disclose,White,English,Eugene,Check Welfare
10/8/2023,5:25:29 AM,39,Male,White,English,Springfield,Check Welfare
10/8/2023,7:57:40 AM,Not Given,Chose not to disclose,White,English,Springfield,Suicidal Subject
10/8/2023,11:03:00 AM,39,Female,White,English,Informatio not recorded,Check Welfare
10/8/2023,11:03:00 AM,39,Female,White,English,Informatio not recorded,Suicidal Subject
10/8/2023,11:40:00 AM,Not Given,Male,White,English,Informatio not recorded,Public Assist
10/8/2023,12:35:48 PM,Not Given,Chose not to disclose,White,English,Informatio not recorded,Suicidal Subject
10/8/2023,12:50:15 PM,Not Given,Chose not to disclose,White,English,Informatio not recorded,Public Assist
10/8/2023,12:57:11 PM,30,Chose not to disclose,White,English,Informatio not recorded,Public Assist
10/8/2023,3:00:00 PM,35,Chose not to disclose,White,English,Informatio not recorded,Check Welfare
10/8/2023,4:08:09 PM,27,Chose not to disclose,White,English,Informatio not recorded,Check Welfare
10/8/2023,5:14:31 PM,Not Given,Male,White,English,Eugene,Public Assist
10/8/2023,5:20:15 PM,37,Male,White,English,Springfield,Check Welfare
10/8/2023,5:23:16 PM,61,Female,White,English,Eugene,Check Welfare
10/8/2023,5:32:27 PM,57,Chose not to disclose,White,English,Eugene,Public Assist
10/8/2023,5:38:22 PM,36,Chose not to disclose,White,English,Eugene,Check Welfare
10/8/2023,5:52:34 PM,60,Chose not to disclose,White,English,Eugene,Check Welfare
10/8/2023,6:25:09 PM,Not Given,Male,White,English,Springfield,Public Assist
10/8/2023,6:46:59 PM,Not Given,Chose not to disclose,White,English,Eugene,Check Welfare
10/8/2023,6:47:46 PM,Not Given,Female,White,English,Springfield,Check Welfare
10/8/2023,7:03:08 PM,33,Chose not to disclose,N/A,English,Eugene,Check Welfare
10/8/2023,7:43:07 PM,Not Given,Male,White,English,Informatio not recorded,Check Welfare
10/8/2023,7:43:48 PM,Not Given,Chose not to disclose,White,English,Eugene,Public Assist
10/9/2023,8:03:50 PM,65,Male,White,English,Eugene,Public Assist
10/9/2023,8:06:21 PM,Not Given,Male,White,English,Eugene,Check Welfare
10/9/2023,8:10:41 PM,26,Chose not to disclose,White,English,Springfield,Check Welfare
10/9/2023,8:15:06 PM,Not Given,Male,White,English,Eugene,Public Assist
10/9/2023,8:16:38 PM,55,Chose not to disclose,White,English,Eugene,Check Welfare
10/9/2023,8:31:25 PM,Not Given,Male,White,English,Eugene,Public Assist
10/9/2023,8:52:08 PM,Not Given,Male,White,English,Eugene,Check Welfare
10/9/2023,9:05:59 PM,Not Given,Chose not to disclose,White,English,Springfield,Check Welfare
10/9/2023,9:23:45 PM,Not Given,Chose not to disclose,White,English,Springfield,Suicidal Subject
10/9/2023,9:36:39 PM,Not Given,Chose not to disclose,White,English,Springfield,Check Welfare
10/9/2023,9:45:54 PM,Not Given,Male,White,English,Springfield,Public Assist
10/9/2023,10:00:10 PM,34,Male,White,English,Eugene,Check Welfare
10/9/2023,10:21:02 PM,Not Given,Chose not to disclose,White,English,Eugene,Check Welfare
10/9/2023,10:27:45 PM,Not Given,Female,White,English,Eugene,Check Welfare
10/9/2023,10:51:44 PM,Not Given,Chose not to disclose,White,English,Eugene,Public Assist
10/9/2023,10:51:58 PM,38,Chose not to disclose,White,English,Springfield,Check Welfare
10/9/2023,11:14:46 PM,Not Given,Chose not to disclose,White,English,Eugene,Check Welfare
10/9/2023,11:37:39 PM,81,Chose not to disclose,White,English,Informatio not recorded,Check Welfare
10/9/2023,11:38:26 PM,Not Given,Chose not to disclose,White,English,Eugene,Check Welfare
10/9/2023,11:49:41 PM,Not Given,Female,White,English,Eugene,Public Assist
10/9/2023,11:55:52 PM,Not Given,Female,White,English,Eugene,Public Assist
10/9/2023,11:59:25 PM,Not Given,Chose not to disclose,White,English,Eugene,Check Welfare
10/9/2023,12:14:50 AM,59,Male,White,English,Eugene,Check Welfare
10/9/2023,12:30:06 AM,39,Chose not to disclose,White,English,Eugene,Public Assist
10/9/2023,1:12:15 AM,Not Given,Female,White,English,Eugene,Check Welfare
10/9/2023,1:27:31 AM,41,Chose not to disclose,White,English,Springfield,Check Welfare
10/9/2023,1:28:10 AM,Not Given,Chose not to disclose,White,English,Springfield,Public Assist
10/9/2023,2:15:23 AM,26,Chose not to disclose,White,English,Eugene,Check Welfare
10/9/2023,2:31:15 AM,46,Male,White,English,Eugene,Check Welfare
10/9/2023,2:53:31 AM,Not Given,Chose not to disclose,White,English,Eugene,Check Welfare
10/9/2023,3:45:00 AM,Not Given,Female,White,English,Eugene,Check Welfare
10/9/2023,3:52:00 AM,Not Given,Chose not to disclose,White,English,Eugene,Suicidal Subject
10/9/2023,3:59:20 AM,Not Given,Chose not to disclose,White,English,Eugene,Suicidal Subject
10/9/2023,6:02:47 AM,38,Chose not to disclose,White,English,Informatio not recorded,Check Welfare
10/9/2023,7:02:37 AM,37,Male,American Indian or Alaska Native,English,Springfield,Check Welfare
10/9/2023,7:03:31 AM,Not Given,Chose not to disclose,White,English,Informatio not recorded,Check Welfare
10/9/2023,7:31:47 AM,Not Given,Chose not to disclose,White,English,Springfield,Check Welfare
10/9/2023,7:47:27 AM,31,Male,White,English,Informatio not recorded,Check Welfare
10/9/2023,7:57:18 AM,Not Given,Chose not to disclose,White,English,Informatio not recorded,Check Welfare
10/9/2023,8:37:09 AM,33,Chose not to disclose,White,English,Springfield,Check Welfare
10/9/2023,8:41:16 AM,Not Given,Chose not to disclose,White,English,Eugene,Check Welfare
10/9/2023,9:32:51 AM,62,Male,White,English,Informatio not recorded,Check Welfare
10/9/2023,9:37:46 AM,Not Given,Male,White,English,Informatio not recorded,Check Welfare
10/9/2023,9:54:51 AM,49,Chose not to disclose,White,English,Springfield,Check Welfare
10/9/2023,10:14:49 AM,42,Male,White,English,Informatio not recorded,Suicidal Subject
10/9/2023,10:59:29 AM,71,Male,White,English,Informatio not recorded,Check Welfare
10/9/2023,11:16:34 AM,28,Chose not to disclose,White,English,Eugene,Public Assist
10/9/2023,11:48:05 AM,49,Chose not to disclose,White,English,Informatio not recorded,Public Assist
10/9/2023,11:49:50 AM,Not Given,Male,White,English,Informatio not recorded,Public Assist
10/9/2023,12:04:22 PM,Not Given,Chose not to disclose,White,English,Eugene,Check Welfare
10/9/2023,12:29:19 PM,50,Chose not to disclose,White,English,Eugene,Check Welfare
10/9/2023,1:13:44 PM,48,Chose not to disclose,White,English,Eugene,Public Assist
10/9/2023,1:26:37 PM,Not Given,Female,White,English,Informatio not recorded,Public Assist
10/9/2023,1:40:18 PM,Not Given,Female,White,English,Informatio not recorded,Check Welfare
10/9/2023,1:50:56 PM,Not Given,Male,White,English,Springfield,Check Welfare
10/9/2023,2:17:07 PM,Not Given,Female,White,English,Informatio not recorded,Public Assist
10/9/2023,2:36:42 PM,Not Given,Male,White,English,Springfield,Check Welfare
10/9/2023,3:06:59 PM,Not Given,Male,White,English,Informatio not recorded,Check Welfare
10/9/2023,3:09:42 PM,50,Chose not to disclose,White,English,Eugene,Check Welfare
10/9/2023,3:32:09 PM,Not Given,Male,White,English,Eugene,Check Welfare
10/10/2023,3:40:20 PM,55,Female,White,English,Informatio not recorded,Public Assist
10/10/2023,3:43:23 PM,35,Chose not to disclose,White,English,Eugene,Public Assist
10/10/2023,5:26:32 PM,Not Given,Female,White,English,Springfield,Public Assist
10/10/2023,5:27:55 PM,Not Given,Female,White,English,Informatio not recorded,Check Welfare
10/10/2023,5:29:00 PM,Not Given,Male,White,English,Informatio not recorded,Check Welfare
10/10/2023,5:31:00 PM,35,Chose not to disclose,White,English,Springfield,Check Welfare
10/10/2023,5:44:11 PM,Not Given,Chose not to disclose,White,English,Informatio not recorded,Suicidal Subject
10/10/2023,5:56:08 PM,54,Chose not to disclose,White,English,Informatio not recorded,Public Assist
10/10/2023,5:58:42 PM,Not Given,Male,White,English,Informatio not recorded,Suicidal Subject
10/10/2023,6:30:16 PM,59,Male,White,English,Informatio not recorded,Check Welfare
10/10/2023,6:36:05 PM,45,Female,White,English,Informatio not recorded,Check Welfare
10/10/2023,6:39:22 PM,Not Given,Female,White,English,Springfield,Check Welfare
10/10/2023,6:51:00 PM,62,Chose not to disclose,White,English,Springfield,Check Welfare
10/10/2023,7:03:03 PM,55,Chose not to disclose,White,English,Informatio not recorded,Check Welfare
10/10/2023,8:23:05 PM,54,Male,White,English,Springfield,Suicidal Subject
10/10/2023,9:06:35 PM,Not Given,Female,White,English,Informatio not recorded,Check Welfare
10/10/2023,9:18:27 PM,67,Chose not to disclose,White,English,Springfield,Suicidal Subject
10/10/2023,10:07:00 PM,26,Male,White,English,Springfield,Public Assist
10/10/2023,10:35:00 PM,38,Chose not to disclose,White,English,Springfield,Check Welfare
10/10/2023,11:16:33 PM,38,Chose not to disclose,White,English,Informatio not recorded,Check Welfare
10/10/2023,11:36:19 PM,Not Given,Chose not to disclose,White,English,Informatio not recorded,Suicidal Subject
10/10/2023,11:49:00 PM,Not Given,Chose not to disclose,White,English,Springfield,Check Welfare
10/10/2023,12:45:47 AM,36,Female,White,English,Informatio not recorded,Check Welfare
10/10/2023,12:48:00 AM,Not Given,Female,White,English,Springfield,Check Welfare
10/10/2023,12:53:00 AM,Not Given,Male,White,English,Springfield,Check Welfare
10/10/2023,1:43:00 AM,26,Chose not to disclose,White,English,Springfield,Check Welfare
10/10/2023,2:06:37 AM,46,Female,White,English,Informatio not recorded,Check Welfare
10/10/2023,3:11:50 AM,41,Female,White,English,Informatio not recorded,Check Welfare
10/10/2023,3:48:45 AM,Not Given,Chose not to disclose,White,English,Informatio not recorded,Check Welfare
10/10/2023,4:10:46 AM,39,Chose not to disclose,White,English,Informatio not recorded,Check Welfare
10/10/2023,4:16:41 AM,35,Chose not to disclose,White,English,Eugene,Check Welfare
10/10/2023,5:05:16 AM,Not Given,Female,White,English,Eugene,Check Welfare
10/10/2023,6:25:32 AM,Not Given,Chose not to disclose,White,English,Eugene,Check Welfare
10/10/2023,7:01:05 AM,35,Chose not to disclose,White,English,Informatio not recorded,Check Welfare
10/10/2023,7:38:11 AM,Not Given,Male,White,English,Eugene,Public Assist
10/10/2023,8:17:00 AM,49,Chose not to disclose,White,English,Eugene,Check Welfare
10/10/2023,8:45:00 AM,Not Given,Chose not to disclose,White,English,Eugene,Check Welfare
10/10/2023,9:19:00 AM,30,Chose not to disclose,White,English,Eugene,Check Welfare
10/10/2023,11:06:02 AM,Not Given,Chose not to disclose,White,English,Eugene,Check Welfare
10/10/2023,11:26:39 AM,Not Given,Chose not to disclose,White,English,Eugene,Public Assist
10/10/2023,11:41:21 AM,60,Male,White,English,Eugene,Check Welfare
10/10/2023,11:51:57 AM,42,Female,White,English,Eugene,Check Welfare
10/10/2023,12:06:25 PM,39,Chose not to disclose,White,English,Eugene,Public Assist
10/10/2023,1:00:33 PM,Not Given,Male,White,English,Informatio not recorded,Public Assist
10/10/2023,1:25:54 PM,Not Given,Female,White,English,Eugene,Check Welfare
10/10/2023,1:47:27 PM,50,Female,White,English,Eugene,Suicidal Subject
10/10/2023,2:10:00 PM,Not Given,Male,White,English,Eugene,Check Welfare
10/10/2023,2:55:00 PM,44,Chose not to disclose,White,English,Springfield,Check Welfare
10/10/2023,3:22:18 PM,Not Given,Chose not to disclose,White,English,Eugene,Public Assist
10/10/2023,3:29:51 PM,31,Female,White,English,Eugene,Suicidal Subject
10/10/2023,3:32:17 PM,35,Chose not to disclose,White,English,Eugene,Public Assist
10/10/2023,3:42:09 PM,Not Given,Chose not to disclose,White,English,Eugene,Suicidal Subject
10/10/2023,3:50:38 PM,Not Given,Chose not to disclose,White,English,Eugene,Suicidal Subject
10/10/2023,4:13:18 PM,61,Male,White,English,Eugene,Check Welfare
10/10/2023,4:25:13 PM,49,Male,White,English,Eugene,Public Assist
10/10/2023,4:32:00 PM,61,Male,White,English,Springfield,Public Assist
10/10/2023,4:42:34 PM,59,Chose not to disclose,White,English,Eugene,Check Welfare
10/10/2023,5:06:14 PM,Not Given,Male,White,English,Eugene,Check Welfare
10/10/2023,5:34:51 PM,Not Given,Chose not to disclose,White,English,Informatio not recorded,Public Assist
10/10/2023,5:54:11 PM,Not Given,Male,White,English,Eugene,Check Welfare
10/10/2023,6:09:44 PM,59,Male,White,English,Eugene,Check Welfare
10/10/2023,6:11:11 PM,Not Given,Male,White,English,Eugene,Check Welfare
10/11/2023,6:25:49 PM,59,Female,White,English,Eugene,Check Welfare
10/11/2023,6:32:29 PM,Not Given,Chose not to disclose,White,English,Eugene,Check Welfare
10/11/2023,6:49:37 PM,Not Given,Chose not to disclose,White,English,Informatio not recorded,Check Welfare
10/11/2023,6:55:18 PM,Not Given,Chose not to disclose,White,English,Eugene,Public Assist
10/11/2023,7:04:43 PM,Not Given,Female,White,English,Informatio not recorded,Check Welfare
10/11/2023,7:23:56 PM,61,Chose not to disclose,N/A,English,Eugene,Check Welfare
10/11/2023,7:24:43 PM,70,Male,White,English,Eugene,Public Assist
10/11/2023,8:12:32 PM,Not Given,Male,White,English,Eugene,Check Welfare
10/11/2023,8:21:23 PM,Not Given,Chose not to disclose,White,English,Eugene,Check Welfare
10/11/2023,8:43:38 PM,44,Male,White,English,Eugene,Suicidal Subject
10/11/2023,8:43:55 PM,39,Chose not to disclose,White,English,Eugene,Check Welfare
10/11/2023,9:20:56 PM,54,Chose not to disclose,White,English,Eugene,Public Assist
10/11/2023,9:35:52 PM,26,Chose not to disclose,White,English,Informatio not recorded,Check Welfare
10/11/2023,9:38:12 PM,Not Given,Chose not to disclose,White,English,Eugene,Public Assist
10/11/2023,9:45:49 PM,61,Chose not to disclose,N/A,English,Eugene,Check Welfare
10/11/2023,9:48:23 PM,64,Chose not to disclose,White,English,Informatio not recorded,Check Welfare
10/11/2023,9:54:13 PM,Not Given,Chose not to disclose,White,English,Eugene,Public Assist
10/11/2023,10:32:33 PM,Not Given,Chose not to disclose,White,English,Eugene,Check Welfare
10/11/2023,10:43:16 PM,Not Given,Female,White,English,Informatio not recorded,Public Assist
10/11/2023,10:53:06 PM,Not Given,Chose not to disclose,White,English,Eugene,Public Assist
10/11/2023,10:56:55 PM,Not Given,Male,White,English,Eugene,Suicidal Subject
10/11/2023,11:48:21 PM,26,Chose not to disclose,White,English,Informatio not recorded,Check Welfare
10/11/2023,12:14:03 AM,Not Given,Male,White,English,Eugene,Public Assist
10/11/2023,12:34:11 AM,59,Chose not to disclose,White,English,Eugene,Public Assist
10/11/2023,12:53:00 AM,Not Given,Chose not to disclose,White,English,Eugene,Check Welfare
10/11/2023,12:53:52 AM,Not Given,Chose not to disclose,White,English,Informatio not recorded,Check Welfare
10/11/2023,1:23:49 AM,Not Given,Chose not to disclose,N/A,English,Eugene,Check Welfare
10/11/2023,1:39:28 AM,Not Given,Female,White,English,Eugene,Check Welfare
10/11/2023,2:05:09 AM,74,Chose not to disclose,White,English,Eugene,Check Welfare
10/11/2023,3:59:13 AM,Not Given,Chose not to disclose,White,English,Eugene,Check Welfare
10/11/2023,4:28:29 AM,Not Given,Male,White,English,Informatio not recorded,Check Welfare
10/11/2023,6:28:05 AM,Not Given,Chose not to disclose,White,English,Eugene,Check Welfare
10/11/2023,7:46:43 AM,23,Female,White,English,Eugene,Check Welfare
10/11/2023,8:12:55 AM,Not Given,Female,White,English,Eugene,Suicidal Subject
10/11/2023,8:54:58 AM,Not Given,Male,White,English,Informatio not recorded,Check Welfare
10/11/2023,9:07:17 AM,Not Given,Chose not to disclose,White,English,Informatio not recorded,Check Welfare
10/11/2023,9:32:31 AM,31,Chose not to disclose,White,English,Informatio not recorded,Public Assist
10/11/2023,10:33:59 AM,42,Chose not to disclose,White,English,Eugene,Check Welfare
10/11/2023,10:33:59 AM,42,Chose not to disclose,White,English,Eugene,Check Welfare
10/11/2023,11:10:49 AM,Not Given,Chose not to disclose,White,English,Springfield,Suicidal Subject
10/11/2023,11:41:27 AM,34,Chose not to disclose,White,English,Informatio not recorded,Check Welfare
10/11/2023,12:50:54 PM,Not Given,Chose not to disclose,White,English,Eugene,Suicidal Subject
10/12/2023,1:13:28 PM,35,Male,White,English,Eugene,Check Welfare
10/12/2023,1:13:28 PM,35,Chose not to disclose,White,English,Eugene,Check Welfare
10/12/2023,1:13:28 PM,35,Female,White,English,Eugene,Check Welfare
10/12/2023,1:33:00 PM,16,Chose not to disclose,White,English,Springfield,Check Welfare
10/12/2023,1:36:23 PM,Not Given,Female,White,English,Eugene,Check Welfare
10/12/2023,2:11:32 PM,Not Given,Male,White,English,Eugene,Public Assist
10/12/2023,2:25:30 PM,Not Given,Male,White,English,Eugene,Check Welfare
10/12/2023,2:39:10 PM,30,Male,White,English,Eugene,Check Welfare
10/12/2023,3:02:25 PM,Not Given,Female,White,English,Eugene,Public Assist
10/12/2023,3:34:00 PM,8,Male,White,English,Springfield,Check Welfare
10/12/2023,3:48:27 PM,45,Male,White,English,Eugene,Check Welfare
10/12/2023,5:12:00 PM,Not Given,Chose not to disclose,White,English,Eugene,Check Welfare
10/12/2023,5:42:21 PM,41,Male,White,English,Eugene,Check Welfare
10/12/2023,5:55:17 PM,Not Given,Male,White,English,Springfield,Check Welfare
10/12/2023,6:30:00 PM,Not Given,Female,White,English,Eugene,Check Welfare
10/12/2023,6:36:00 PM,Not Given,Male,White,English,Eugene,Check Welfare
10/12/2023,6:49:19 PM,55,Male,White,English,Eugene,Check Welfare
10/12/2023,7:19:00 PM,58,Male,White,English,Eugene,Check Welfare
10/12/2023,7:25:00 PM,39,Female,White,English,Eugene,Check Welfare
10/12/2023,7:35:00 PM,59,Male,White,English,Eugene,Check Welfare
10/12/2023,8:01:00 PM,49,Female,White,English,Eugene,Public Assist
10/12/2023,8:45:00 PM,64,Chose not to disclose,Black or African American,English,Springfield,Check Welfare
10/12/2023,9:10:00 PM,60,Male,White,English,Eugene,Public Assist
10/12/2023,10:17:50 PM,15,Male,White,English,Springfield,Public Assist
10/12/2023,10:31:00 PM,29,Chose not to disclose,White,English,Eugene,Check Welfare
10/12/2023,12:02:00 AM,41,Male,White,English,Springfield,Public Assist
10/12/2023,12:06:00 AM,Not Given,Male,White,English,Eugene,Check Welfare
10/12/2023,12:27:00 AM,50,Chose not to disclose,White,English,Informatio not recorded,Check Welfare
10/12/2023,12:39:00 AM,65,Male,White,English,Eugene,Check Welfare
10/12/2023,12:45:00 AM,Not Given,Male,White,English,Informatio not recorded,Check Welfare
10/12/2023,1:00:00 AM,54,Female,White,English,Springfield,Check Welfare
10/12/2023,1:01:00 AM,Not Given,Male,White,English,Eugene,Check Welfare
10/12/2023,2:27:00 AM,Not Given,Female,White,English,Eugene,Check Welfare
10/12/2023,3:26:31 AM,49,Female,White,English,Eugene,Check Welfare
10/12/2023,3:40:00 AM,65,Chose not to disclose,White,English,Eugene,Suicidal Subject
10/12/2023,4:32:29 AM,Not Given,Female,White,English,Eugene,Public Assist
10/12/2023,4:55:48 AM,Not Given,Chose not to disclose,White,English,Eugene,Public Assist
10/12/2023,4:56:34 AM,25,Chose not to disclose,White,English,Eugene,Public Assist
10/12/2023,5:15:00 AM,Not Given,Chose not to disclose,White,English,Springfield,Check Welfare
10/12/2023,6:39:40 AM,55,Male,White,English,Eugene,Check Welfare
10/12/2023,6:44:02 AM,Not Given,Female,White,English,Eugene,Public Assist
10/12/2023,6:55:29 AM,61,Female,White,English,Springfield,Check Welfare
10/12/2023,8:51:00 AM,64,Chose not to disclose,White,English,Eugene,Public Assist
10/12/2023,9:51:00 AM,Not Given,Chose not to disclose,White,English,Informatio not recorded,Check Welfare
10/12/2023,10:12:55 AM,Not Given,Chose not to disclose,White,English,Informatio not recorded,Check Welfare
10/12/2023,10:20:00 AM,25,Female,White,English,Springfield,Suicidal Subject
10/12/2023,10:38:04 AM,Not Given,Chose not to disclose,White,English,Informatio not recorded,Check Welfare
10/12/2023,11:16:24 AM,76,Chose not to disclose,White,English,Eugene,Public Assist
10/12/2023,11:45:00 AM,Not Given,Chose not to disclose,White,English,Springfield,Suicidal Subject
10/12/2023,11:51:58 AM,60,Female,White,English,Eugene,Public Assist
10/12/2023,12:13:00 PM,34,Male,White,English,Eugene,Check Welfare
10/12/2023,12:30:00 PM,33,Chose not to disclose,Hispanic or Latino,English,Springfield,Check Welfare
10/12/2023,12:38:00 PM,63,Chose not to disclose,White,English,Eugene,Public Assist
10/12/2023,12:40:08 PM,74,Male,White,English,Eugene,Check Welfare
10/12/2023,1:08:00 PM,43,Male,Hispanic or Latino,English,Springfield,Check Welfare
10/12/2023,1:26:42 PM,64,Chose not to disclose,White,English,Eugene,Public Assist
10/12/2023,2:20:00 PM,Not Given,Chose not to disclose,White,English,Springfield,Check Welfare
10/12/2023,2:24:00 PM,Not Given,Male,White,English,Eugene,Check Welfare
10/13/2023,2:46:34 PM,Not Given,Chose not to disclose,White,English,Eugene,Check Welfare
10/13/2023,2:50:00 PM,55,Chose not to disclose,White,English,Springfield,Check Welfare
10/13/2023,3:07:44 PM,68,Chose not to disclose,White,English,Eugene,Check Welfare
10/13/2023,3:36:00 PM,56,Male,White,English,Eugene,Check Welfare
10/13/2023,3:49:00 PM,24,Male,White,English,Eugene,Check Welfare
10/13/2023,5:14:48 PM,50,Chose not to disclose,White,English,Eugene,Suicidal Subject
10/13/2023,5:50:00 PM,68,Chose not to disclose,White,English,Informatio not recorded,Check Welfare
10/13/2023,5:50:43 PM,35,Male,White,English,Eugene,Check Welfare
10/13/2023,5:59:38 PM,Not Given,Male,White,English,Eugene,Check Welfare
10/13/2023,6:02:56 PM,19,Female,White,English,Eugene,Public Assist
10/13/2023,6:12:29 PM,Not Given,Chose not to disclose,White,English,Eugene,Check Welfare
10/13/2023,6:25:58 PM,Not Given,Male,White,English,Informatio not recorded,Check Welfare
10/13/2023,7:13:46 PM,Not Given,Chose not to disclose,White,English,Eugene,Check Welfare
10/13/2023,7:20:37 PM,52,Chose not to disclose,White,English,Informatio not recorded,Suicidal Subject
10/13/2023,7:36:39 PM,Not Given,Chose not to disclose,White,English,Eugene,Check Welfare
10/13/2023,7:58:09 PM,35,Chose not to disclose,White,English,Eugene,Check Welfare
10/13/2023,8:51:27 PM,Not Given,Male,White,English,Eugene,Suicidal Subject
10/13/2023,9:01:36 PM,28,Chose not to disclose,White,English,Informatio not recorded,Public Assist
10/13/2023,9:20:51 PM,64,Chose not to disclose,White,English,Eugene,Check Welfare
10/13/2023,10:08:18 PM,Not Given,Chose not to disclose,White,English,Eugene,Check Welfare
10/13/2023,10:21:58 PM,71,Chose not to disclose,White,English,Eugene,Public Assist
10/13/2023,10:22:38 PM,Not Given,Chose not to disclose,White,English,Eugene,Public Assist
10/13/2023,10:29:48 PM,25,Female,Other Race,English,Informatio not recorded,Public Assist
10/13/2023,11:35:29 PM,Not Given,Female,White,English,Informatio not recorded,Public Assist
10/13/2023,11:55:00 PM,62,Male,White,English,Informatio not recorded,Public Assist
10/13/2023,12:45:12 AM,29,Chose not to disclose,Black or African American,English,Informatio not recorded,Public Assist
